ARTICULO;MODELO;EAN;SUBFAMILIA;NOMBRE_SUBFAMILIA;DESCRIPCION;MARCA;PRECIO;STOCK;PVPR;IVA_TECNO;OBSOLETO;CANONDIGITAL;FAMILIA;NOMBREFAMILIA;ART_EXCLU_E;NOMBRECARACTERISTICA;VALOR;NOMBRECARACTERISTICA1;VALOR1;NOMBRECARACTERISTICA2;VALOR2;NOMBRECARACTERISTICA3;VALOR3;NOMBRECARACTERISTICA4;VALOR4;NOMBRECARACTERISTICA5;VALOR5;NOMBRECARACTERISTICA6;VALOR6;NOMBRECARACTERISTICA7;VALOR7;URLIMAGEN
03187211;PLV900;8426156015668;PLH;PLANCHA DE VAPOR;PLANCHA PLV-900;GRUNKEL;13,52;9;23,105680; ; ;0;03;GAMA P.A.E.; ;Color;Azul;Tipo;De vapor;Capacidad de reserva de agua;75 ml;Potencia;900 W;Funcion de vapor vertical; ;Chorro vapor; ;Vapor continuo;Si;Vapor variable; ;https://integra.hepecasa.es/03/03187211.jpg
03187212;PL22NS;8426156016269;PLH;PLANCHA DE VAPOR;PLANCHA PL-22NS;GRUNKEL;14,92;8;25,498280; ; ;0;03;GAMA P.A.E.; ;Color;Azul;Tipo;A vapor;Capacidad de reserva de agua;950 ml;Potencia;2200 W;Funcion de vapor vertical; ;Chorro vapor; ;Vapor continuo;Si;Vapor variable; ;https://integra.hepecasa.es/03/03187212.jpg
03187213;ASP27KPA;8426156018478;ASE;ASPIRADOR DE ESCOBA;ASPIRADOR ASP-27KPA;GRUNKEL;96,57;5;165,038130; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Filtro;Si;HEPA, sistema de filtrado;Lavable;Potencia de succion;27 KPA;Capacidad polvo;800 ml;Sin bolsa; ;Sin cables;Si;Cepillo para suelo; ;https://integra.hepecasa.es/03/03187213.jpg
03187214;IDANCEREASY;8426156018485;ASR;ASPIRADOR ROBOT;ASPIRADOR I-DANCER EASY;GRUNKEL;72;3;123,0480; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Filtro; ;HEPA, sistema de filtrado; ;Potencia de succion;2100 Pa;Capacidad polvo;200 ml;Sin bolsa; ;Sin cables; ;Nivel de ruido; ;https://integra.hepecasa.es/03/03187214.jpg
03187215;RC18L;8426156019192;ARR;ARROCERA;ARROCERA RC-18L;GRUNKEL;22,51;0;38,469590; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187215.jpg
03187216;RC28L;8426156019208;ARR;ARROCERA;ARROCERA RC-28L;GRUNKEL;28,62;4;48,911580; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187216.jpg
03187217;SANGRILLBL;8426156018065;GRI;GRILL;GRILL SAN-GRILL BL;GRUNKEL;11,99;7;20,490910; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187217.jpg
03187218;GRLEXTREME;8426156018829;GRI;GRILL;GRILL GRL-EXTREME;GRUNKEL;39,98;6;68,325820; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187218.jpg
03187219;EHP118INOX;8426156016764;HNI;HORNILLO A GAS;HORNILLO EHP-118 INOX;GRUNKEL;13,33;0;22,780970; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187219.jpg
03187220;EHP218INOX;8426156016771;HNI;HORNILLO A GAS;HORNILLO EHP-218 INOX;GRUNKEL;20,42;0;34,897780; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187220.jpg
03187221;FRYPRO3SS;8426156018812;FRE;FREIDORA;FREIDORA FRYPRO-3SS;GRUNKEL;27,88;0;47,646920; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;3 L;Potencia;2000 W;Color;Acero;Voltaje de entrada; ;Materiales;Acero Inoxidable;Luz de indicacion;Si; ; ; ; ;https://integra.hepecasa.es/03/03187221.jpg
03187222;BCCOOKXT;8426156018843;BCO;BASCULA/BALANZA DE COCINA;BASCULA COCINA BC-COOKXT;GRUNKEL;7,83;16;13,381470; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187222.jpg
03187223;HV18CWPBL;8426156018805;HER;HERVIDOR DE AGUA;HERVIDOR HV-18CWPBL;GRUNKEL;15,42;7;26,352780; ; ;0;03;GAMA P.A.E.; ;Capacidad de reserva de agua;1.8 L;Color;Blanco; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187223.jpg
03187224;DARKCAFPRESSO;8426156019079;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA DARKCAFPRESSO;GRUNKEL;189,34;0;323,582060; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187224.jpg
03187225;MO150RBL;8426156018232;MOL;MOLINILLO DE CAFE;MOLINILLO MO-150 R BL;GRUNKEL;12,11;9;20,695990; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187225.jpg
03187226;XP545NG;8426156017235;EXP;EXPRIMIDOR;EXPRIMIDOR XP-545NG;GRUNKEL;10,89;8;18,611010; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Potencia;40 W;Voltaje de entrada; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187226.jpg
03187227;TXDOBLEMAXI;8426156016252;TOS;TOSTADOR;TOSTADOR TS-DOBLEMAXI;GRUNKEL;28;6;47,8520; ; ;0;03;GAMA P.A.E.; ;Color;Blanco;Potencia;1400 W;Bandeja para migajas extraible;Si;Funcion descongelar; ;Apagado automatico; ;Funcion recalentar;Si;Mecanismo de autocentrado de pan; ;Mecanismo auto pop-up;Si;https://integra.hepecasa.es/03/03187227.jpg
03187253;NATUREFLOW;8426156017181;SEC;SECADOR;SECADOR NATURE FLOW;GRUNKEL;29,22;2;49,936980; ; ;0;03;GAMA P.A.E.; ;Potencia;2100 W;Color;Verde;Disparo frio;Si;Numero de velocidades;3;Funcion ionica;Si;Ajuste calefaccion;Si;Filtro;Si;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187253.jpg
03187254;BLACKPEARL;8426156018553;SEC;SECADOR;SECADOR BLACK PEARL;GRUNKEL;17,86;3;30,522740; ; ;0;03;GAMA P.A.E.; ;Potencia;400 W;Color;Negro;Disparo frio; ;Numero de velocidades;2;Funcion ionica; ;Ajuste calefaccion;Si;Filtro; ;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187254.jpg
03187265;MAGNUM1500;8414234124517;BAV;BATIDORA DE VASO;BATIDORA MAGNUM 1500;TAURUS;27,02;3;46,177180; ; ;0;03;GAMA P.A.E.; ;Color;Inox;Potencia;1500 W;Capacidad del tazon;1.5 L;Numero de velocidades;2;Material de la cuchilla;Acero inoxidable;Tazon extraible;Si;Material de las jarras;Cristal graduada;Dimensiones (An x Prof x Al); ;https://integra.hepecasa.es/03/03187265.jpg
03187266;BISTRO;8414234681485;GRI;GRILL;GRILL BISTRO;TAURUS;39,21;1;67,009890; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187266.jpg
03187267;FASHION2600IONI;8414234003942;SEC;SECADOR;SECADOR FASHION 2600 IONIC;TAURUS;21,62;0;36,948580; ; ;0;03;GAMA P.A.E.; ;Potencia;2600 W;Color;Blanco;Disparo frio;Si;Numero de velocidades;2;Funcion ionica;Si;Ajuste calefaccion;3 temperaturas;Filtro;Extraíble;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187267.jpg
03187268;HIPNOSCOMPLET;8414234022271;CTP;CORTAPELO;CORTAPELOS HIPNOS COMPLET;TAURUS;18,23;0;31,155070; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza;Si;Tiempo de funcionamiento;90 minutos;Numero de cabezas de afeitar;3;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga;1.5 horas;Lavable; ;https://integra.hepecasa.es/03/03187268.jpg
03187269;PRECISSION;8414234022288;CTP;CORTAPELO;CORTAPELOS PRECISSION;TAURUS;15,67;3;26,780030; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza; ;Tiempo de funcionamiento;4 horas;Numero de cabezas de afeitar;3;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga;4 horas;Lavable; ;https://integra.hepecasa.es/03/03187269.jpg
03187270;3SIDESHAVEIPX7;8414234035417;AFE;AFEITADORA;AFEITADORA 3 SIDE SHAVE IPX7;TAURUS;19,46;0;33,257140; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza;Si;Tiempo de funcionamiento;45 min;Numero de cabezas de afeitar; ;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga; ;Lavable;Si;https://integra.hepecasa.es/03/03187270.jpg
03187271;ATLANTIDA3000;8414234189790;PLH;PLANCHA DE VAPOR;PLANCHA ATLANTIDA 3000;TAURUS;18,91;1;32,317190; ; ;0;03;GAMA P.A.E.; ;Color;Rojo;Tipo;Atlantida;Capacidad de reserva de agua;290 ml;Potencia;3000 W;Funcion de vapor vertical;sI;Chorro vapor; ;Vapor continuo;45 g/min;Vapor variable; ;https://integra.hepecasa.es/03/03187271.jpg
03187272;SLIDINGPERFECT2;8414234187888;PLC;CENTRO DE PLANCHADO;CENTRO PLANCHADO SLIDING PERFECT 2800;TAURUS;48,58;0;83,023220; ; ;0;03;GAMA P.A.E.; ;Tipo;Centro de planchado;Capacidad de reserva de agua;1.5 L;Color;Azul;Vapor continuo;130g/min;Funcion de vapor vertical; ;Presion maxima del vapor; ;Luz de indicador de vapor listo; ;Potencia de la plancha;2800 W;https://integra.hepecasa.es/03/03187272.jpg
03187273;HOMELANDCYCLONE;8414234489272;ASP;ASPIRADOR TRINEO;ASPIRADOR HOMELAND CYCLONE ANIMAL;TAURUS;53,91;2;92,132190; ; ;0;03;GAMA P.A.E.; ;Color;Azul Oscuro;Tubo telescopico;Si;Filtro;Ciclónico;HEPA, sistema de filtrado;Si;Potencia de succion;18 Kpa;Capacidad polvo;2 L;Sin bolsa;Si;Sin cables; ;https://integra.hepecasa.es/03/03187273.jpg
03187277;EDG226X;8004399026650;CAG;CAFETERA CAPSULAS;CAFETERA EDG226.W;DELONGHI;72,83;1;124,466470; ; ;0;03;GAMA P.A.E.; ;Color;Blanco;Capacidad de reserva de agua;0.8 L;Tipo;De Capsulas; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187277.jpg
03187282;100055;8435667193086;CGC;CARGADOR COMPACT;CARGADORA 100055 PIT&GO 3,5KW;CECOTEC;82,63;0;141,214670; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187282.jpg
03187288;HT1610BK;8021098004628;TOS;TOSTADOR;TOSTADOR HT-1610BK;BRAUN;33,41;13;57,097690; ; ;0;03;GAMA P.A.E.; ;Color;Negro y Acero;Potencia;1030 W;Bandeja para migajas extraible;Si;Funcion descongelar; ;Apagado automatico; ;Funcion recalentar;Si;Mecanismo de autocentrado de pan; ;Mecanismo auto pop-up; ;https://integra.hepecasa.es/03/03187288.jpg
03187289;ECAM22080SB;8004399027251;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA ECAM220.80.SB;DELONGHI;399,94;4;683,497460; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187289.jpg
03187291;LS2M0810;3045387290450;TOS;TOSTADOR;TOSTADOR LS2M08;MOULINEX;19,80;49;33,8382; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Potencia;1000 W;Bandeja para migajas extraible;Si;Funcion descongelar;Si;Apagado automatico; ;Funcion recalentar;Si;Mecanismo de autocentrado de pan; ;Mecanismo auto pop-up; ;https://integra.hepecasa.es/03/03187291.jpg
03187292;AL402HF0;3045380027114;FRA;FREIDORA DE AIRE;FREIDORA AL402H;MOULINEX;95,28;0;162,833520; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite; ;Potencia; ;Color;Negro;Voltaje de entrada; ;Materiales;Plasticos;Luz de indicacion;Si; ; ; ; ;https://integra.hepecasa.es/03/03187292.jpg
03187293;EZ245B20;3045387291228;FRA;FREIDORA DE AIRE;FREIDORA EZ245B;MOULINEX;48,84;20;83,467560; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;5 L;Potencia;1550 W;Color;Negro;Voltaje de entrada; ;Materiales; ;Luz de indicacion;Si; ; ; ; ;https://integra.hepecasa.es/03/03187293.jpg
03187302;50290;8422370502908;OLL;OLLA A PRESION;OLLA PRESION CLASICA 4L;INOXIBAR;40,30;3;68,8727; ; ;0;03;GAMA P.A.E.; ;Capacidad;4 L; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187302.jpg
03187303;50292;8422370502922;OLL;OLLA A PRESION;OLLA PRESION CLASICA 8L;INOXIBAR;48,36;2;82,647240; ; ;0;03;GAMA P.A.E.; ;Capacidad;8 L; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187303.jpg
03187304;50291;8422370502915;OLL;OLLA A PRESION;OLLA PRESION CLASICA 6L;INOXIBAR;43,66;3;74,614940; ; ;0;03;GAMA P.A.E.; ;Capacidad;6 L; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187304.jpg
03187305;50293;8422370502939;OLL;OLLA A PRESION;OLLA PRESION CLASICA 10L;INOXIBAR;53,74;4;91,841660; ; ;0;03;GAMA P.A.E.; ;Capacidad;10 L; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187305.jpg
03187306;107139;8447420006458;ASR;ASPIRADOR ROBOT;ASPIRADOR 107139 CONGA 7690 INMORTAL MAX;CECOTEC;65,20;0;111,4268; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Filtro;Si;HEPA, sistema de filtrado; ;Potencia de succion;5000 Pa;Capacidad polvo; ;Sin bolsa; ;Sin cables; ;Nivel de ruido; ;https://integra.hepecasa.es/03/03187306.jpg
03187307;100148;8447420057269;ASR;ASPIRADOR ROBOT;ASPIRADOR 100148 CONGA 9990 AL SPIN REVO;CECOTEC;172,63;12;295,024670; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Filtro;Alta eficiencia;HEPA, sistema de filtrado; ;Potencia de succion;10000 Pa;Capacidad polvo;3 L;Sin bolsa; ;Sin cables; ;Nivel de ruido; ;https://integra.hepecasa.es/03/03187307.jpg
03187308;100104;8435771905315;ASR;ASPIRADOR ROBOT;ASPIRADOR 100104 CONGA 15090 SPIN REVOLU;CECOTEC;223,50;0;381,9615; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Filtro; ;HEPA, sistema de filtrado; ;Potencia de succion;8000 Pa;Capacidad polvo; ;Sin bolsa; ;Sin cables; ;Nivel de ruido; ;https://integra.hepecasa.es/03/03187308.jpg
03187309;100140;8435771906992;LSV;LIMPIADORA POR VAPOR;LIMPIACRISTALES 100140 WINDROID 1090 DOU;CECOTEC;68,75;0;117,493750; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187309.jpg
03187310;115420;8447420165025;ASM;ASPIRADOR MANO;ASPIRADOR 115420 ROCKSTAR 25,2V ANIMAL;CECOTEC;43,69;0;74,666210; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187310.jpg
03187311;112483;8447420052967;ASM;ASPIRADOR MANO;ASPIRADOR TAPICERIA 112483 CONGA 7000;CECOTEC;114,50;6;195,6805; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187311.jpg
03187312;102265;8435771998164;ASE;ASPIRADOR DE ESCOBA;ASPIRADOR 102265 ROCKSTAR 1500 HORIZON G;CECOTEC;48,54;0;82,954860; ; ;0;03;GAMA P.A.E.; ;Color; ;Filtro; ;HEPA, sistema de filtrado; ;Potencia de succion;30 AW;Capacidad polvo; ;Sin bolsa; ;Sin cables;Si;Cepillo para suelo;Si;https://integra.hepecasa.es/03/03187312.jpg
03187313;102550;8435782123111;ASE;ASPIRADOR DE ESCOBA;ASPIRADOR 102550 ROCKSTAR 9500 LUNAR PET;CECOTEC;111,25;0;190,126250; ; ;0;03;GAMA P.A.E.; ;Color; ;Filtro; ;HEPA, sistema de filtrado; ;Potencia de succion;300 AW;Capacidad polvo; ;Sin bolsa; ;Sin cables;Si;Cepillo para suelo;Si;https://integra.hepecasa.es/03/03187313.jpg
03187314;100056;8435667193093;BAO;BARBERO;BARBERO 100056 PRECISIONCARE BARBER;CECOTEC;8,25;21;14,099250; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza;Si;Tiempo de funcionamiento;1 hora;Numero de cabezas de afeitar;2;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga;2 horas;Lavable; ;https://integra.hepecasa.es/03/03187314.jpg
03187315;1162587;8447420185764;CTP;CORTAPELO;CORTAPELOS 116287 PRECISIONCARE EXPERT E;CECOTEC;38,25;7;65,369250; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza;Si;Tiempo de funcionamiento;90 minutos;Numero de cabezas de afeitar; ;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga; ;Lavable; ;https://integra.hepecasa.es/03/03187315.jpg
03187316;04443;8435484044431;AFE;AFEITADORA;AFEITADORA 04443 BAMBA PRECISIONCARE SKU;CECOTEC;19,10;0;32,6419; ; ;0;03;GAMA P.A.E.; ;Recargable;Si;Cepillo de limpieza;Si;Tiempo de funcionamiento;60 minutos;Numero de cabezas de afeitar; ;Sistema de afeitado; ;Numero de velocidades; ;Tiempo de carga;2 horas;Lavable;Si;https://integra.hepecasa.es/03/03187316.jpg
03187317;109328;8447420002740;FRA;FREIDORA DE AIRE;FREIDORA 109328 CECOFRY DUOLEVEL 10000 W;CECOTEC;99,41;0;169,891690; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;3.5 L Y 6.5 L;Potencia;2000 W;Color;Negro;Voltaje de entrada; ;Materiales; ;Luz de indicacion; ; ; ; ; ;https://integra.hepecasa.es/03/03187317.jpg
03187318;109325;8447420002719;FRA;FREIDORA DE AIRE;FREIDORA 109325 CECOFRY DUOLEVEL 12000 W;CECOTEC;66,05;0;112,879450; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;12 L;Potencia;2900 W;Color;Negro;Voltaje de entrada; ;Materiales; ;Luz de indicacion; ; ; ; ; ;https://integra.hepecasa.es/03/03187318.jpg
03187319;101135;8435771925399;FRA;FREIDORA DE AIRE;FREIDORA 101135 CECOFRY&GRILL SMOKIN 650;CECOTEC;53,31;0;91,106790; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;6.5 L;Potencia;2200 W;Color;Negro;Voltaje de entrada; ;Materiales; ;Luz de indicacion; ; ; ; ; ;https://integra.hepecasa.es/03/03187319.jpg
03187320;101137;8435771925412;FRA;FREIDORA DE AIRE;FREIDORA 101137 CECOFRY&GRILL SMOKIN 850;CECOTEC;51,75;0;88,440750; ; ;0;03;GAMA P.A.E.; ;Contenido de aceite;8.5 litros;Potencia;2300 W;Color;Negro;Voltaje de entrada; ;Materiales; ;Luz de indicacion; ; ; ; ; ;https://integra.hepecasa.es/03/03187320.jpg
03187321;103806;8435782146622;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA 103806 CREMMAET COMPACT;CECOTEC;134,15;5;229,262350; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187321.jpg
03187322;119706;8447562001687;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA 119706 CREMMAET CUBE;CECOTEC;124,29;24;212,411610; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187322.jpg
03187323;01460;8435484014601;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA 01460 CREMMAET COMPACTCINO CONN;CECOTEC;198,03;0;338,433270; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187323.jpg
03187324;01804;8435484018043;CFA;CAFETERA AUTOMATICA Y SEMI;CAFETERA 01804 CREMMAET SPIN;CECOTEC;329,03;4;562,312270; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187324.jpg
03187325;00271;8435484002714;CAE;CAFETERA EXPRESS;CAFETERA 00271 POWER ESPRESSO 20 PRO;CECOTEC;47,97;7;81,980730; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Capacidad de reserva de agua;1.5 L;Presion de bombeo;20 Bares;Capacidad en tazas; ;Consumo energetico; ;Peso; ;Dimensiones (An x Prof x Al); ;Apagado automatico; ;https://integra.hepecasa.es/03/03187325.jpg
03187326;108985;8435782199413;CAE;CAFETERA EXPRESS;CAFETERA 108985 POWER ESPRESSO 20 COLDBR;CECOTEC;65,12;14;111,290080; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Capacidad de reserva de agua;500 ml;Presion de bombeo;20 Bares;Capacidad en tazas;2 Tazas;Consumo energetico; ;Peso; ;Dimensiones (An x Prof x Al); ;Apagado automatico; ;https://integra.hepecasa.es/03/03187326.jpg
03187327;108984;8435782199406;CAE;CAFETERA EXPRESS;CAFETERA 108984 POWER ESPRESSO 20 GRIND;CECOTEC;102,24;0;174,728160; ; ;0;03;GAMA P.A.E.; ;Color;Negro;Capacidad de reserva de agua;1.7 L;Presion de bombeo;20 Bares;Capacidad en tazas;2;Consumo energetico; ;Peso; ;Dimensiones (An x Prof x Al); ;Apagado automatico; ;https://integra.hepecasa.es/03/03187327.jpg
03187330;07181;8435484071819;SYB;SALUD Y BIENESTAR;CINTA CORRER 07181 DRUMFIT WAYHOME 1200S;CECOTEC;127,06;8;217,145540; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187330.jpg
03187331;07185;8435484071857;SYB;SALUD Y BIENESTAR;CINTA CORRER 07185 DRUMFIT WAYHOME 1700;CECOTEC;255,75;0;437,076750; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187331.jpg
03187332;07096;8435484070966;SYB;SALUD Y BIENESTAR;BICICLETA 07096 DRUMFIT INDOOR 1000 TESE;CECOTEC;82,63;11;141,214670; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187332.jpg
03187333;07247;8435484072472;SYB;SALUD Y BIENESTAR;BICICLETA 07547 DRUMFIT INDOOR 24000 MAG;CECOTEC;228,43;1;390,386870; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187333.jpg
03187334;07088;8435484070881;SYB;SALUD Y BIENESTAR;BICICLETA 07088 DRUMFIT ELIPTICAL 9000 E;CECOTEC;304,81;5;520,920290; ; ;0;03;GAMA P.A.E.; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187334.jpg
03187336;KLF05PKEU;8017709302214;HER;HERVIDOR DE AGUA;HERVIDOR KLF05PKEU;SMEG;71,59;0;122,347310; ; ;0;03;GAMA P.A.E.; ;Capacidad de reserva de agua;0.8 L;Color;Rosa; ; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187336.jpg
03187339;JEMA1240;8421078038818;BAM;BATIDORA AMASADORA;BATIDORA MEZCLADORA JEMA1240;JATA;13,50;0;23,0715; ; ;0;03;GAMA P.A.E.; ;Color;Blanco;Potencia;400 W;Capacidad del tazon; ;Numero de velocidades;5;Material de la cuchilla; ;Tazon extraible; ;Material de las jarras; ;Dimensiones (An x Prof x Al);20.3 x 10 x 17 cm;https://integra.hepecasa.es/03/03187339.jpg
03187343;KP1A3110WHITE;3045380024380;CAG;CAFETERA CAPSULAS;CAFETERA KP1A3110 WHITE DOLCE;KRUPS;33,18;150;56,704620; ; ;0;03;GAMA P.A.E.; ;Color; ;Capacidad de reserva de agua; ;Tipo; ; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187343.jpg
03187344;KP1A3510RED;3016661163777;CAG;CAFETERA CAPSULAS;CAFETERA KP1A3510 RED DOLCE;KRUPS;33,18;0;56,704620; ; ;0;03;GAMA P.A.E.; ;Color;Rojo;Capacidad de reserva de agua;0.8 L;Tipo;Capsulas; ; ; ; ; ; ; ; ; ; ;https://integra.hepecasa.es/03/03187344.jpg
03187388;SV3200;8435568408463;PLH;PLANCHA DE VAPOR;PLANCHA SV 3200;ORBEGOZO;22,72;9;38,828480; ; ;0;03;GAMA P.A.E.; ;Color;Negro - Azul - Gris;Tipo; ;Capacidad de reserva de agua;380 ml;Potencia;3200 W;Funcion de vapor vertical; ;Chorro vapor; ;Vapor continuo;45 g/min;Vapor variable; ;https://integra.hepecasa.es/03/03187388.jpg
03187389;SV2800;8435568408470;PLH;PLANCHA DE VAPOR;PLANCHA SV 2800;ORBEGOZO;17,29;3;29,548610; ; ;0;03;GAMA P.A.E.; ;Color;Verde;Tipo;Vapor;Capacidad de reserva de agua;400 ml;Potencia;2800 W;Funcion de vapor vertical;Si;Chorro vapor; ;Vapor continuo;45 g/min;Vapor variable; ;https://integra.hepecasa.es/03/03187389.jpg
03187390;SEH1890; 843556840880;SEC;SECADOR;SECADOR SEH 1890;ORBEGOZO;19,13;0;32,693170; ; ;0;03;GAMA P.A.E.; ;Potencia;2000 W;Color; ;Disparo frio; ;Numero de velocidades;1;Funcion ionica; ;Ajuste calefaccion;3;Filtro;Extraible;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187390.jpg
03187391;SE2110;8435568408814;SEC;SECADOR;SECADOR SE 2110;ORBEGOZO;17,55;2;29,992950; ; ;0;03;GAMA P.A.E.; ;Potencia;2100 W;Color;Verde;Disparo frio;Si;Numero de velocidades;2;Funcion ionica;Si;Ajuste calefaccion;3;Filtro;Extraible;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187391.jpg
03187392;SE1880;8435568408791;SEC;SECADOR;SECADOR SE 1880;ORBEGOZO;26,44;2;45,185960; ; ;0;03;GAMA P.A.E.; ;Potencia;1800 W;Color; ;Disparo frio; ;Numero de velocidades;2;Funcion ionica;Si;Ajuste calefaccion;3;Filtro; ;Boquilla concentrador; ;https://integra.hepecasa.es/03/03187392.jpg
